ind	father	mother	sex
18671	18716	18717	2
18709	18429	18430	2
18718	18722	18723	1
18719	56339	56340	2
18720	18724	18725	1
18730	18738	18739	1
18732	18746	18747	1
18733	18748	18749	2
18734	18750	18751	1
18735	32191	32192	2
18736	18754	18755	1
18740	18756	18757	1
18741	18758	18759	2
18760	18774	18775	1
18766	18778	18779	1
18780	18784	18785	1
18798	18804	18805	1
18800	18808	18809	1
18811	18814	18815	2
18826	18836	18837	1
18827	18838	18839	2
18830	18848	18849	1
18832	18850	18851	1
18833	18852	18853	2
18840	18854	18855	1
18841	31113	31114	2
18842	18856	18857	1
18858	18451	18452	1
18859	18862	18863	2
18864	701176	701177	1
18865	701178	701179	2
19132	19190	19191	1
19244	19282	19283	1
19252	19286	19287	1
19254	19288	19289	1
19262	51953	51954	1
19296	19314	19315	1
19530	19534	19535	1
19542	19544	19545	1
19543	19546	19547	2
19749	19827	19828	1
19759	19841	19842	1
19777	19863	19864	1
19779	19865	19866	1
19801	19889	19890	1
19807	19901	19902	1
19815	19911	19912	1
19817	19919	19920	1
19819	19921	19922	1
19821	19923	19924	1
19825	19925	19926	1
19829	19927	19928	1
19833	19933	19934	1
19837	19935	19936	1
19843	19937	19938	1
19845	19939	19940	1
19849	71978	71979	1
19851	19945	19946	1
19861	19917	19918	1
19867	19955	19956	1
19869	351030	351031	1
19871	19965	19966	1
19873	19967	19968	1
19874	39015	39016	2
19879	19971	19972	1
19883	19975	19976	1
19884	19977	19978	2
19885	19979	19980	1
19893	19987	19988	1
19895	19991	19992	1
19897	19993	19994	1
19899	19995	19996	1
19905	20001	20002	1
19906	29655	29656	2
19929	20003	20004	1
19930	20005	20006	2
19931	20007	20008	1
19932	56850	56851	2
19941	20009	20010	1
19942	20011	20012	2
19943	20013	20014	1
19944	32083	32084	2
19947	20015	20016	1
19948	20017	20018	2
19949	20019	20020	1
19950	20021	20022	2
19953	20023	20024	1
19954	20025	20026	2
19958	24234	24235	2
19989	20033	20034	1
19990	51112	51113	2
20122	20126	20127	1
20123	20128	20129	2
20124	20130	20131	1
20266	20280	20281	1
20294	20302	20303	1
20304	20308	20309	1
20306	20310	20311	1
20371	20373	20374	1
20456	20462	20463	1
20458	20464	20465	1
20636	20638	20639	1
20637	20640	20641	2
20872	16644	16645	1
21050	21052	21053	1
21051	21054	21055	2
21149	21167	21168	1
21177	21181	21182	1
21178	21183	21184	2
21480	21504	21505	1
21528	21534	21535	1
21538	21540	21541	1
21627	46886	46887	1
21641	38247	38248	1
21642	21645	21646	2
21643	21647	21648	1
21644	27145	27146	2
21791	21792	21793	2
22047	22049	22050	1
22048	22051	22052	2
22284	32692	32693	1
22286	22292	22293	1
22288	226971	226972	1
22294	22298	22299	1
22296	22300	22301	1
22474	22492	22493	1
22476	22494	22495	1
22478	22496	22497	1
22486	22502	22503	1
22490	22506	22507	1
22500	22510	22511	1
22504	22512	22513	1
22508	22514	22515	1
22509	22516	22517	2
22714	22744	22745	1
22724	22748	22749	1
22726	67217	67218	1
22751	31987	31988	2
22752	22758	22759	1
22823	22831	22832	1
23029	23055	23056	1
23035	23057	23058	1
23047	23067	23068	1
23069	23073	23074	1
23070	32842	32843	2
23072	50094	50095	2
23260	23310	23311	1
23261	23312	23313	2
23342	23350	23351	1
23344	23352	23353	1
23345	19284	19285	2
23356	23362	23363	1
23590	23614	23615	1
23616	23622	23623	1
23625	284916	284917	2
23838	23878	23879	1
23880	23902	23903	1
23896	23910	23911	1
23906	23918	23919	1
23907	23920	23921	2
23912	23924	23925	1
23922	23932	23933	1
23926	23934	23935	1
23927	23936	23937	2
23929	23938	23939	2
23930	23940	23941	1
23931	23942	23943	2
24121	24171	24172	1
24205	24224	24225	1
24207	24226	24227	1
24213	24230	24231	1
24215	24232	24233	1
24228	24238	24239	1
24601	24627	24628	1
24603	24629	24630	1
24605	53081	53082	1
24632	24635	24636	2
24922	24942	24943	1
24932	24964	24965	1
24938	24954	24955	1
24946	24958	24959	1
24947	24960	24961	2
24949	24962	24963	2
24950	63405	63406	1
24951	31059	31060	2
24953	29793	29794	2
24956	24966	24967	1
24957	24968	24969	2
25110	32810	32811	2
25111	33440	33441	1
25308	29883	29884	1
25654	25685	25686	2
25854	25857	25858	1
25963	25973	25974	1
25979	25989	25990	1
25981	25991	25992	1
25982	25993	25994	2
25984	25997	25998	2
25986	25999	26000	2
25988	26001	26002	2
26003	26007	26008	1
26004	26009	26010	2
26229	74334	74335	1
26241	38637	38638	2
26242	52234	52235	1
26243	77302	77303	2
26244	26252	26253	1
26245	26254	26255	2
26246	43417	43418	1
26247	215250	215251	2
26248	26256	26257	1
26249	29875	29876	2
26329	235067	235068	1
26501	26505	26506	1
26503	26509	26510	1
26504	26511	26512	2
26507	26513	26514	1
26508	43417	43418	2
26644	26648	26649	1
26820	26856	26857	1
26844	26876	26877	1
26904	26922	26923	1
26906	26926	26927	1
26907	26928	26929	2
26915	26934	26935	2
26917	26938	26939	2
26918	26940	26941	1
26919	26942	26943	2
26920	26944	26945	1
26924	29705	29706	1
26925	29707	29708	2
26931	26946	26947	2
26932	26948	26949	1
26936	31157	31158	1
26937	26952	26953	2
27123	27139	27140	1
27124	27141	27142	2
27125	27143	27144	1
27133	27149	27150	1
27135	27151	27152	1
27147	27153	27154	1
27432	27435	27436	2
27680	30577	30578	1
27700	29477	29478	1
27702	27720	27721	1
27703	27722	27723	2
27704	27724	27725	1
27717	27732	27733	2
27726	27738	27739	1
27727	27740	27741	2
27729	200094	200095	2
27734	27746	27747	1
27920	27950	27951	1
27968	27972	27973	1
28146	11049	11050	1
28171	29655	29656	2
28174	11167	11168	1
28175	30204	30205	2
28353	28401	28402	1
28467	28521	28522	1
28483	28527	28528	1
28485	87245	87246	1
28495	28537	28538	1
28497	28539	28540	1
28529	28551	28552	1
28555	28557	28558	1
28620	28628	28629	1
28626	74651	74652	1
28630	28638	28639	1
28631	28640	28641	2
28632	10206	10207	1
28633	28642	28643	2
28634	28644	28645	1
28635	28646	28647	2
28887	28903	28904	1
29321	29463	29464	1
29329	29475	29476	1
29330	29477	29478	2
29331	29479	29480	1
29335	18239	18240	1
29341	29483	29484	1
29342	29485	29486	2
29363	29655	29656	1
29365	29515	29516	1
29387	29527	29528	1
29389	29531	29532	1
29391	29539	29540	1
29397	29551	29552	1
29403	29557	29558	1
29431	29533	29534	1
29453	29607	29608	1
29481	29641	29642	1
29487	15567	15568	1
29489	29645	29646	1
29490	18744	18745	2
29495	29651	29652	1
29509	29661	29662	1
29513	32830	32831	1
29517	29665	29666	1
29521	29669	29670	1
29522	29671	29672	2
29523	29673	29674	1
29535	65374	65375	1
29536	29483	29676	2
29537	29677	29678	1
29538	29679	29680	2
29541	29683	29684	1
29543	29687	29688	1
29545	29689	29690	1
29547	29693	29694	1
29548	29695	29696	2
29549	29697	29698	1
29550	29699	29700	2
29553	29701	29702	1
29554	29703	29704	2
29555	29709	29710	1
29556	18690	18691	2
29559	29711	29712	1
29565	29719	29720	1
29593	29753	29754	1
29600	213631	213632	2
29601	29765	29766	1
29603	29769	29770	1
29609	29777	29778	1
29611	29781	29782	1
29620	29793	29794	2
29623	29797	29798	1
29624	29799	29800	2
29625	29801	29802	1
29627	29805	29806	1
29629	29811	29812	1
29643	29827	29828	1
29644	29829	29830	2
29647	29831	29832	1
29648	29833	29834	2
29649	29835	29836	1
29650	29837	29838	2
29653	29839	29840	1
29654	29841	29842	2
29657	29843	29844	1
29658	29845	29846	2
29663	29849	29850	1
29681	29851	29852	1
29691	29855	29856	1
29692	29857	29858	2
29714	29861	29862	2
29715	29863	29864	1
29716	18361	18362	2
29717	29865	29866	1
29721	29867	29868	1
29727	29877	29878	1
29728	29879	29880	2
29729	29881	29882	1
29730	29883	29884	2
29731	29885	29886	1
29732	29887	29888	2
29735	29889	29890	1
29737	29893	29894	1
29738	29895	29896	2
29740	29897	29898	2
29741	29899	29900	1
29744	29903	29904	2
29746	29905	29906	2
29749	29909	29910	1
29750	31113	31114	2
29751	29911	29912	1
29755	29915	29916	1
29758	29921	29922	2
29759	29923	29924	1
29760	29925	29926	2
29761	29927	29928	1
29763	29931	29932	1
29764	29933	29934	2
29771	29935	29936	1
29772	29937	29938	2
29775	29939	29940	1
29776	18361	18362	2
29780	29941	29942	2
29783	29943	29944	1
29784	29945	29946	2
29787	29947	29948	1
29788	29949	29950	2
29789	29951	29952	1
29795	29955	29956	1
29796	29957	29958	2
29803	29959	29960	1
29804	29529	29530	2
29807	29867	29868	1
29809	29961	29962	1
29813	29965	29966	1
29815	29967	29968	1
29819	29969	29970	1
29821	51116	51117	1
29822	29973	29974	2
29823	29975	29976	1
29824	29977	29978	2
29854	29983	29984	2
29859	701180	701181	1
29869	29985	29986	1
29871	29987	29988	1
29872	29989	29990	2
29907	451372	451373	1
29913	29993	29994	1
29914	29995	29996	2
29929	29997	29998	1
29930	29999	30000	2
29953	30001	30002	1
29964	30003	30004	2
29971	30005	30006	1
29972	30007	30008	2
29980	30011	30012	2
30040	27435	27436	1
30110	30140	30141	1
30148	18339	18340	1
30150	30174	30175	1
30152	30176	30177	1
30153	30178	30179	2
30156	18738	18739	1
30157	30184	30185	2
30159	18690	18691	2
30160	30186	30187	1
30163	30961	30962	2
30188	29883	29884	1
30190	30198	30199	1
30194	30202	30203	1
30195	30204	30205	2
30196	30206	30207	1
30200	30210	30211	1
30201	30212	30213	2
30208	52674	52675	1
30277	472071	472072	1
30329	10395	10396	1
30403	30509	30510	1
30446	30577	30578	2
30463	30597	30598	1
30517	30673	30674	1
30523	31119	31120	1
30527	30681	30682	1
30559	30735	30736	1
30569	30755	30756	1
30570	30757	30758	2
30573	30761	30762	1
30574	30993	30994	2
30581	30769	30770	1
30582	30771	30772	2
30583	30773	30774	1
30584	31117	31118	2
30592	30789	30790	2
30605	30803	30804	1
30608	18848	18849	2
30649	31069	31070	1
30657	30867	30868	1
30658	30869	30870	2
30667	30881	30882	1
30668	30883	30884	2
30675	30887	30888	1
30676	30889	30890	2
30677	30891	30892	1
30678	30893	30894	2
30679	30895	30896	1
30680	30897	30898	2
30684	29641	29642	2
30685	30899	30900	1
30689	30905	30906	1
30692	30909	30910	2
30693	21912	21913	1
30694	21914	21915	2
30697	30919	30920	1
30701	30923	30924	1
30702	30925	30926	2
30703	30927	30928	1
30708	213645	213646	2
30709	30929	30930	1
30710	30931	30932	2
30712	30933	30934	2
30713	30935	30936	1
30714	30937	30938	2
30715	30939	32967	1
30716	30941	30942	2
30717	30943	30944	1
30718	18738	18739	2
30719	30945	30946	1
30720	30947	30948	2
30724	30951	30952	2
30727	30957	30958	1
30729	30961	30962	1
30731	30965	30966	1
30733	30969	30970	1
30734	30971	30972	2
30737	31227	31228	1
30738	18361	18362	2
30739	30975	30976	1
30741	30977	30978	1
30742	30979	30980	2
30743	30981	30982	1
30744	30983	30984	2
30747	30987	30988	1
30749	30989	30990	1
30753	30991	30992	1
30754	18289	18290	2
30759	30755	30756	1
30760	30993	30994	2
30763	31119	31120	1
30765	30997	30998	1
30767	31001	31002	1
30768	31003	31004	2
30777	31005	31006	1
30779	31009	31010	1
30781	31013	31014	1
30791	31021	31022	1
30792	31023	31024	2
30793	31025	31026	1
30796	31027	31028	2
30797	31029	31030	1
30811	31035	31036	1
30812	31037	31038	2
30814	31039	31040	2
30816	32830	32831	2
30817	31043	31044	1
30829	31057	31058	1
30830	31059	31060	2
30831	31061	31062	1
30835	31073	31074	1
30839	31075	31076	1
30847	31085	31086	1
30849	31087	31088	1
30857	31097	31098	1
30858	31099	31100	2
30861	31101	31102	1
30862	31103	31104	2
30863	31105	31106	1
30864	31107	31108	2
30865	31109	31110	1
30866	31111	31112	2
30871	18315	18316	1
30872	31113	31114	2
30877	31117	31118	1
30878	31119	31120	2
30879	31121	31122	1
30880	31123	31124	2
30885	31125	31126	1
30901	701182	701183	1
30904	31131	31132	2
30907	31133	31134	1
30917	31137	31138	1
30922	31141	31142	2
30953	31143	31144	1
30954	31145	31146	2
30955	31147	31148	1
30959	31149	31150	1
30960	31151	31152	2
30963	31153	31154	1
30964	31155	31156	2
30967	31157	31158	1
30996	31161	31162	2
30999	31163	31164	1
31007	31165	31166	1
31008	31167	31168	2
31011	31169	31170	1
31015	31173	31174	1
31016	31175	31176	2
31017	31177	31178	1
31018	31179	31180	2
31019	31181	31182	1
31020	31183	31184	2
31031	31185	31186	1
31033	31191	31192	1
31034	18812	18813	2
31041	31193	31194	1
31046	31199	31200	2
31047	31201	31202	1
31048	31203	31204	2
31049	31205	31206	1
31050	18289	18290	2
31052	31209	31210	2
31053	31113	31114	1
31055	31211	31212	1
31056	30983	30984	2
31063	31215	31216	1
31064	31217	31218	2
31067	31219	31220	1
31068	31221	31222	2
31071	25999	26000	1
31072	31223	31224	2
31077	31225	31226	1
31078	31227	31228	2
31079	31229	31230	1
31080	31231	31232	2
31081	31233	31234	1
31083	31237	31238	1
31084	31239	31240	2
31090	12032	12033	2
31091	31245	31246	1
31092	31209	31210	2
31093	31247	31248	1
31094	31249	31250	2
31095	31251	31252	1
31115	31253	31254	1
31116	31255	31256	2
31136	18726	18727	2
31140	65388	65389	2
31171	31259	31260	1
31195	31261	31262	1
31197	31263	31264	1
31208	31265	31266	2
31235	31267	31268	1
31236	26005	26006	2
31257	675616	675617	1
31320	27435	27436	2
31569	33824	33825	2
31587	31715	31716	2
31592	31725	31726	1
31594	31729	31730	1
31612	31761	31762	1
31643	31801	31802	1
31644	31803	31804	2
31649	32003	32004	1
31685	31853	31854	1
31695	31865	31866	1
31699	31871	31872	1
31701	31873	31874	1
31705	31877	31878	1
31709	32878	32879	1
31712	30597	30598	2
31713	31891	31892	1
31714	31893	31894	2
31721	31895	31896	1
31727	31903	31904	1
31731	31907	31908	1
31732	31909	31910	2
31733	31911	31912	1
31734	31913	31914	2
31735	29897	31916	1
31739	31919	31920	1
31743	11177	11178	1
31745	31927	31928	1
31751	31939	31940	1
31757	31945	31946	1
31758	31947	31948	2
31759	31949	31950	1
31760	29949	29950	2
31763	31951	31952	1
31765	31955	31956	1
31777	31963	31964	1
31778	18429	18430	2
31779	31965	31966	1
31781	31969	31970	1
31783	31973	31974	1
31785	31975	31976	1
31790	31985	31986	2
31791	31987	31988	1
31793	31991	31992	1
31797	31999	32000	1
31798	32001	32002	2
31806	32005	32006	2
31809	32011	32012	1
31811	32013	32014	1
31812	32015	32016	2
31819	32023	32024	1
31825	32031	32032	1
31827	32035	32036	1
31829	32039	32040	1
31835	32049	32050	1
31842	31987	31988	2
31851	32065	32066	1
31869	32075	32076	1
31879	32081	32082	1
31882	32083	32084	2
31887	32087	32088	1
31888	65320	65321	2
31889	32089	32090	1
31890	32091	32092	2
31897	32093	32094	1
31898	19316	19317	2
31900	32095	32096	2
31901	32097	32098	1
31905	32099	32100	1
31906	32101	32102	2
31917	32103	32104	1
31921	32105	32106	1
31923	32107	32108	1
31925	32111	32112	1
31929	32115	32116	1
31930	54462	54463	2
31931	32117	32118	1
31932	32119	32120	2
31935	32123	32124	1
31937	32127	32128	1
31938	32129	32130	2
31943	32131	32132	1
31944	32133	32134	2
31953	32135	32136	1
31954	32137	32138	2
31958	32141	32142	2
31959	32143	32144	1
31961	32145	32146	1
31967	32149	32150	1
31977	32155	32156	1
31978	32157	32158	2
31979	31191	32160	1
31980	32161	32162	2
31981	32163	32164	1
31982	32165	32166	2
31989	32167	32168	1
31990	32169	32170	2
31993	32171	32172	1
31994	32173	32174	2
31996	32175	32176	2
32009	32181	32182	1
32010	32183	32184	2
32017	32185	32186	1
32019	32187	32188	1
32020	32189	32190	2
32025	32193	32194	1
32027	32195	32196	1
32028	32197	32198	2
32029	32199	32200	1
32033	31983	31984	1
32034	32203	32204	2
32037	32205	32206	1
32038	32207	32208	2
32041	32209	32210	1
32042	32211	32212	2
32043	32213	32214	1
32044	32215	32216	2
32045	32217	32218	1
32046	32219	32220	2
32047	32221	32222	1
32051	32225	32226	1
32052	32227	32228	2
32053	32229	32230	1
32054	32231	32232	2
32059	32235	32236	1
32060	32237	32238	2
32061	32239	32240	1
32062	32241	32242	2
32063	32243	32244	1
32067	32245	32246	1
32069	32247	32248	1
32073	32251	32252	1
32077	32253	32254	1
32085	32259	32260	1
32086	32261	32262	2
32110	32263	32264	2
32113	32265	32266	1
32114	32267	32268	2
32121	32269	32270	1
32122	32271	32272	2
32125	29877	29878	1
32126	32273	32274	2
32140	291298	291299	2
32147	32275	32276	1
32148	32277	32278	2
32177	32279	32280	1
32179	32283	32284	1
32180	32285	32286	2
32201	32287	32288	1
32202	32289	32290	2
32223	32291	32292	1
32224	32293	32294	2
32233	32295	32296	1
32234	32297	32298	2
32249	32299	32300	1
32250	32301	32302	2
32255	32303	32304	1
32256	32305	32306	2
32281	213706	213707	1
32282	213708	213709	2
32307	32309	32310	1
32369	32373	32374	1
32370	29667	29668	2
32371	32375	32376	1
32528	32612	32613	1
32546	32628	32629	1
32554	32636	32637	1
32638	32738	32739	1
32640	32742	32743	1
32668	32778	32779	1
32708	32810	32811	1
32714	32812	32813	1
32715	32814	32815	2
32722	213629	213630	1
32730	32828	32829	1
32731	32830	32831	2
32734	32834	32835	1
32740	32840	32841	1
32744	10224	10225	1
32746	32844	32845	1
32748	32848	32849	1
32749	32850	32851	2
32750	32852	32853	1
32751	32854	32855	2
32752	32856	32857	1
32756	32862	32863	1
32757	32864	32865	2
32758	32866	32867	1
32760	32870	32871	1
32769	32878	32879	2
32772	32882	32883	1
32773	32884	32885	2
32774	32886	32887	1
32775	32888	32889	2
32776	32890	32891	1
32777	32892	32893	2
32782	31085	32895	1
32784	32896	32897	1
32785	32898	32899	2
32786	32900	32901	1
32796	32904	32905	1
32800	32910	32911	1
32801	32912	32913	2
32802	65320	65321	1
32803	32914	32915	2
32804	32916	32917	1
32805	32918	32919	2
32808	32920	32921	1
32818	32922	32923	1
32819	32924	32925	2
32825	15565	15566	2
32832	32928	32929	1
32833	32930	32931	2
32836	32932	32933	1
32837	32934	32935	2
32839	32932	32933	2
32846	32936	32937	1
32847	31209	31210	2
32858	31123	31124	1
32859	32938	32939	2
32860	32940	32941	1
32861	32942	32943	2
32868	32944	32945	1
32869	32946	32947	2
32872	32948	32949	1
32873	32950	32951	2
32874	32952	32953	1
32875	32954	32955	2
32877	31211	31212	2
32880	32956	32957	1
32902	32958	32959	1
32903	32960	32961	2
32906	32962	32963	1
32907	32964	32965	2
32908	30939	32967	1
32926	32968	32969	1
32927	32970	32971	2
33147	33163	33164	1
33157	33169	33170	1
33234	33280	33281	1
33278	33340	33341	1
33348	33426	33427	1
33356	33432	33433	1
33364	33442	33443	1
33418	33486	33487	1
33419	33488	33489	2
33420	33492	33493	1
33421	33494	33495	2
33434	33502	33503	1
33438	30705	30706	1
33474	33524	33525	1
33478	33526	33527	1
33496	33530	33531	1
33497	31179	31180	2
33498	18239	18240	1
33506	33532	33533	1
33507	33534	33535	2
33508	33536	33537	1
33512	33540	33541	1
33514	33544	33545	1
33515	33546	33547	2
33516	33548	33549	1
33517	33550	33551	2
33538	33552	33553	1
33543	33556	33557	2
33555	33558	33559	2
33627	33641	33642	1
33635	33649	33650	1
33643	33653	33654	1
33647	29371	29372	1
33724	10086	10087	1
33791	33824	33825	2
33801	33840	33841	2
33814	33846	33847	1
33816	213637	213638	1
33818	33850	33851	1
33826	33852	33853	1
33834	33858	33859	1
33835	30949	30950	2
33836	42724	42725	1
33837	33860	33861	2
33838	33862	33863	1
33844	33864	33865	1
33848	33866	33867	1
33849	33868	33869	2
33854	33870	33871	1
33855	33872	33873	2
33856	33874	33875	1
33951	33961	33962	1
33963	33967	33968	1
33965	33969	33970	1
33966	33971	33972	2
34030	34078	34079	1
34096	30961	30962	1
34136	34188	34189	1
34144	27139	27140	1
34152	18433	18434	1
34156	34200	34201	1
34157	18283	18284	2
34160	34202	34203	1
34168	30961	30962	1
34170	34204	34205	1
34179	38716	38717	2
34182	34210	34211	1
34186	34214	34215	1
34190	34216	34217	1
34191	34218	34219	2
34192	34220	34221	1
34193	30961	30962	2
34196	34226	34227	1
34209	34232	34233	2
34212	34234	34235	1
34213	34236	34237	2
34224	34238	34239	1
34225	34240	34241	2
34229	34242	34243	2
34341	34387	34388	1
34403	34427	34428	1
34415	34433	34434	1
34416	34435	34436	2
34417	34437	34438	1
34419	34441	34442	1
34420	34443	34444	2
34421	34445	34446	1
34422	34447	34448	2
34423	34449	34450	1
34424	34451	34452	2
34439	34455	34456	1
34440	34457	34458	2
34453	34459	34460	1
34454	34461	34462	2
34544	34580	34581	1
34550	34584	34585	1
34578	34622	34623	1
34624	34652	34653	1
34626	34656	34657	1
34627	34658	34659	2
34628	34660	34661	1
34638	34672	34673	1
34644	34678	34679	1
34662	34686	34687	1
34663	34688	34689	2
34664	31187	31188	1
34665	31189	31190	2
34666	34690	34691	1
34670	54888	54889	1
34674	34696	34697	1
34675	34698	34699	2
34692	65326	65327	1
34693	26950	26951	2
34694	34704	34705	1
34700	34706	34707	1
34701	34708	34709	2
34703	34710	34711	2
34757	34769	34770	1
34765	34777	34778	1
34766	34779	34780	2
34767	34781	34782	1
34768	34783	34784	2
34858	34912	34913	1
34886	34948	34949	1
34894	34966	34967	1
34950	35006	35007	1
34954	653282	653283	1
34988	35034	35035	1
35008	35040	35041	1
35018	34425	34426	1
35023	13832	13833	2
35026	35046	35047	1
35036	30011	30012	1
35042	35058	35059	1
35043	35060	35061	2
35048	35064	35065	1
35049	35066	35067	2
35057	35072	35073	2
35070	34218	34219	1
35071	30983	30984	2
35299	35325	35326	1
35305	35331	35332	1
35315	35341	35342	1
35319	295219	295220	1
35330	35347	35348	2
35333	35349	35350	1
35334	35351	35352	2
35452	35478	35479	1
35466	35488	35489	1
35480	35502	35503	1
35504	35512	35513	1
35505	35514	35515	2
35507	35516	35517	2
35510	35518	35519	1
35749	35778	35779	1
35750	35768	35769	2
35753	35782	35783	1
35756	29655	29656	2
35770	35786	35787	1
35774	18239	18240	1
35781	32830	32831	2
35784	35792	35793	1
35788	35794	35795	1
35789	35796	35797	2
35790	35798	35799	1
35859	35881	35882	1
35899	35923	35924	1
35911	35933	35934	1
35927	35945	35946	1
35928	35947	35948	2
35939	35953	35954	1
35951	35959	35960	1
35952	35961	35962	2
35955	35963	35964	1
35965	35969	35970	1
35966	35971	35972	2
35967	35973	35974	1
35968	35975	35976	2
36120	36140	36141	1
36121	36142	36143	2
36130	36152	36153	1
36138	29339	29340	1
36154	36167	36168	1
36156	36171	36172	1
36157	15907	15908	2
36158	36173	36174	1
36160	36175	36176	1
36162	36177	36178	1
36163	36179	36180	2
36252	36306	36307	1
36308	36368	36369	1
36332	36390	36391	1
36414	36444	36445	1
36420	36448	36449	1
36442	36484	36485	1
36446	36486	36487	1
36447	29949	29950	2
36450	36488	36489	1
36452	36490	36491	1
36453	36492	36493	2
36454	36494	36495	1
36455	36496	36497	2
36456	36498	36499	1
36458	36500	36501	1
36460	36504	36505	1
36462	36508	36509	1
36470	36512	36513	1
36478	36518	36519	1
36480	36520	36521	1
36481	36522	36523	2
36502	36526	36527	1
36503	29901	29902	2
36506	36528	36529	1
36507	36530	36531	2
36510	36532	36533	1
36511	36534	36535	2
36514	36536	36537	1
36515	36538	36539	2
36811	36617	36618	1
36823	36839	36840	1
36835	36843	36844	1
36845	36849	36850	1
36847	36851	36852	1
36948	36994	36995	1
37054	16313	16314	1
37058	252360	252361	1
37112	37154	37155	1
37113	37156	37157	2
37115	37158	37159	2
37118	54888	54889	1
37126	37166	37167	1
37136	37172	37173	1
37149	76575	76576	2
37150	37180	37181	1
37151	37182	37183	2
37163	37184	37185	2
37178	37190	37191	1
37188	35357	35358	1
37189	51299	51300	2
37253	37291	37292	1
37327	37361	37362	1
37371	37377	37378	1
37372	37379	37380	2
37376	37381	37382	2
37524	37602	37603	1
37662	33504	33505	1
37674	37708	37709	1
37716	37722	37723	1
37947	38011	38012	1
38039	32251	32252	1
38041	38059	38060	1
38043	38061	38062	1
38073	38089	38090	1
38075	38091	38092	1
38076	38093	38094	2
38077	38095	38096	1
38136	38156	38157	1
38146	38168	38169	1
38162	38174	38175	1
38176	38180	38181	1
38223	38229	38230	1
38224	38231	38232	2
38233	38241	38242	1
38235	38243	38244	1
38237	38247	38248	1
38238	38249	38250	2
38239	38251	38252	1
38240	18678	18679	2
38253	38257	38258	1
38254	38259	38260	2
38255	38261	38262	1
38339	38347	38348	1
38351	38708	38709	1
38352	77302	77303	2
38355	715233	715234	1
38356	715235	715236	2
38417	38456	38457	2
38500	18848	18849	1
38515	38629	38630	2
38553	18848	18849	2
38558	38629	38630	1
38559	38631	38632	2
38562	38635	38636	1
38563	38637	38638	2
38567	715229	715230	2
38568	18848	18849	1
38576	38649	38650	1
38580	13260	38704	1
38582	38655	38656	1
38592	38673	38674	1
38626	715251	715252	2
38628	291024	72092	2
38633	38699	38700	1
38641	38701	38702	1
38646	38649	38650	2
38647	750873	750874	1
38660	38708	38709	2
38662	18848	18849	2
38663	38708	38709	1
38664	13260	38704	2
38666	38712	38713	2
38672	38716	38717	2
38677	38718	38719	1
38678	38720	38721	2
38679	38722	38723	1
38680	52234	52235	2
38684	38724	38725	2
38686	38637	38638	2
38710	38728	38729	1
38711	38730	38731	2
38715	38732	38733	2
38867	29949	29950	1
38903	38967	38968	1
38923	38993	38994	1
38925	38995	38996	1
38926	38997	38998	2
38947	31715	31716	1
38987	39053	39054	1
38988	39055	39056	2
38989	39057	39058	1
38991	39059	39060	1
39004	39065	39066	2
39005	39067	39068	1
39009	39075	39076	1
39011	61624	61625	1
39013	39077	39078	1
39017	39079	39080	1
39018	39081	39082	2
39019	39083	39084	1
39021	39087	39088	1
39025	39091	39092	1
39026	56828	56829	2
39029	39093	39094	1
39030	39095	39096	2
39033	39099	39100	1
39035	39101	39102	1
39037	39103	39104	1
39047	39109	39110	1
39061	39117	39118	1
39062	39119	39120	2
39069	39121	39122	1
39070	39123	39124	2
39071	39125	39126	1
39072	39127	39128	2
39073	39129	39130	1
39085	39133	39134	1
39089	39135	39136	1
39090	39137	39138	2
39097	39139	39140	1
39098	39141	39142	2
39105	39143	39144	1
39106	18307	51109	2
39111	39147	39148	1
39145	39149	39150	1
39146	43411	43412	2
39268	32964	32965	1
39282	38637	38638	1
39283	13260	38704	2
39286	54888	54889	1
39292	39326	39327	1
39321	38716	38717	2
39323	39354	39355	2
39324	54436	54437	1
39330	38716	38717	1
39332	39358	39359	1
39333	32153	32154	2
39340	31987	31988	1
39357	52234	52235	2
39364	39378	39379	1
39365	39380	39381	2
39366	39382	39383	1
39368	39384	39385	1
39370	39386	39387	1
39453	39457	39458	1
39559	53563	53564	1
39562	39589	14475	2
39591	39615	39616	1
39617	39621	39622	1
39618	39623	39624	2
39619	39625	39626	1
39754	39776	39777	1
39762	39788	39789	1
39772	69406	69407	1
39790	39798	39799	1
39791	39800	39801	2
39793	31111	31112	2
39837	39865	39866	1
39867	39903	39904	1
39883	35062	35063	1
39907	39933	39934	1
39913	39937	39938	1
39915	39939	39940	1
39917	39943	39944	1
39935	39955	39956	1
39945	39957	39958	1
39959	39963	39964	1
39960	10224	10225	2
40032	40044	40045	1
40038	40052	40053	1
40039	40054	40055	2
40046	40056	40057	1
40047	40058	40059	2
40048	40060	40061	1
40050	29769	29770	1
40051	32175	32176	2
40181	40185	40186	1
40272	105726	105727	1
40273	105752	105753	2
40280	29897	31916	1
40591	40593	40594	1
40595	40597	40598	1
40636	38156	38157	1
40703	16052	16053	1
40773	33824	33825	1
40775	48084	48085	1
40851	40859	40860	1
40872	40877	40878	2
40873	40879	40880	1
40874	40881	40882	2
41067	23360	23361	1
41140	41172	41173	1
41253	41265	41266	1
41257	41267	41268	1
41261	41269	41270	1
41263	53789	53790	1
41374	41390	41391	1
